default,student,balance,income
No,No,734.0879454430279,22342.55035
No,No,793.8293877,45089.55206
No,Yes,410.4961872,25838.19736
No,Yes,677.6531966,18930.0772
No,No,814.5538744919479,39148.55837
No,No,800.1773456393511,43547.39817
No,Yes,300.7955043,19673.67406
Yes,Yes,1748.680849,13715.42438
No,No,0,54901.82221
Yes,No,1807.684491,42308.954453704704
No,No,833.0705629,36330.26209
No,No,794.464327,32431.82055
No,No,631.5980113,46841.11096
No,No,108.2494526,45264.56479378951
No,No,1040.396434,41395.28825
No,Yes,1207.052483,24747.88997
No,No,67.23043907,45751.44793
No,No,438.3989038,40576.74212
No,No,708.5797949835891,21728.8202
No,No,775.4022116408299,41857.57803
No,No,0,49459.27548
No,No,610.5067355,52124.23357
No,No,845.3432644680769,34216.754363781896
No,No,181.9197785,37725.24736
No,No,272.9878407,63566.36599
No,No,805.0963327,40236.89963
No,No,226.85570475018295,33014.89333
No,No,0,39576.43465
No,No,691.9288288,23957.71488
No,No,1674.1978299405405,54658.07415
No,Yes,715.7174174,27285.33324
No,No,339.4334297,44889.87491
No,Yes,767.3371317,21979.64653
No,No,1088.488096,38171.37207
No,No,28.56739084,35414.57828
No,Yes,792.5775616,21347.27345
No,Yes,1093.11502,22593.08161
No,No,408.4892466,35984.56168
No,No,1214.830968,38224.96205
No,Yes,850.1598866,26764.29246
No,Yes,1078.662963,25945.17896
No,No,403.6464529,55458.89125
No,No,1378.169887,48152.98785
No,No,306.9952026,43504.30524
No,No,1569.380835,42414.62536
No,Yes,1377.269683,17077.24211
No,Yes,656.379057,26578.88356
No,Yes,1654.632735,23687.35721
No,No,702.0847515,47811.75807
No,No,1110.060616,40236.50149
No,Yes,718.211754,18788.74812
No,No,737.1504318,50544.78419
No,No,672.3800476,40236.8732
No,No,1298.002763,42219.911237806096
No,No,489.3993741,37338.58292
No,Yes,636.104269,20763.82786
No,Yes,1406.799827,16686.628010228702
No,No,997.809843,50287.873740959294
No,No,0,49792.75726
No,Yes,691.2247423,16872.15171
No,No,485.8689097,14213.70558
No,No,730.1796753059809,42685.18467
No,No,152.1195126,41847.23184
No,Yes,1105.925571,13126.21424
No,No,0,47592.72814
No,No,815.7376680447251,48788.10334
No,No,568.629894,28122.594087845297
No,No,589.9444194,24854.604583021403
No,No,1139.567166,36363.6248
No,Yes,344.5228968,21341.653837536294
Yes,No,2005.575128,36636.00859
No,No,1391.033809,51881.81867
No,No,1338.884597,32500.58487
No,No,78.78255363170071,37605.45251
No,No,764.6451796190021,49100.94838
No,No,602.6168777,56017.12753740019
No,No,834.6900595,42468.91366
No,No,1391.516591,30152.80387
Yes,No,1823.751426,53526.35641
No,No,1010.0707592746302,39456.90834
No,Yes,1069.80034,14736.147
No,No,1116.065771,37074.06137
No,No,428.4022839,36340.65107
No,No,147.4885752,44482.26877865769
No,Yes,689.5191950038729,15600.04737
No,No,939.4207168,55360.033122434295
No,Yes,591.1402653031861,19937.02257
No,No,1139.264364,41869.31867
No,No,500.6492512,31353.75002
No,No,1109.408616,64213.19249
No,Yes,733.928449,28105.6062
No,No,687.9567922,40354.21604
No,No,118.5984509,35974.764005252204
No,No,0,42009.041824715496
No,No,634.8650438294641,49681.224533154505
No,No,615.4712543,38161.6557
No,No,457.95774363376097,36211.19499
No,Yes,854.1493647,12843.43651
No,No,770.9545178232879,42673.99315
No,Yes,0,24283.33598
No,No,58.4438978,44838.694989338095
Yes,Yes,1893.664334,21526.35063
No,No,768.0436339271249,35951.12467
No,No,336.2424173,46279.52586
No,No,852.9713399,42773.77146
No,Yes,1300.707924,13675.520182646002
No,No,743.5160764733231,33764.57181
No,No,293.4523575,38528.44736
No,Yes,1472.948461,23877.59266
No,No,756.1601309,52778.05363
No,No,465.4956002,42358.16154
No,Yes,1041.438743,24847.8812
No,No,709.7382874,46363.34367
No,No,427.11769,34193.16093
No,No,612.2257762,60323.35727
No,No,1322.152854,47892.88998456871
No,No,673.7476812,25013.063140256098
Yes,No,1135.047349,48982.22585
No,Yes,509.6129401,21928.910990400906
No,No,113.669024,38513.33229
No,Yes,560.4317644,24511.21021
No,No,1163.73601,32467.74804
No,No,133.5089142,49516.34083
No,No,897.4202656577721,36296.74814
No,Yes,793.5627844,13446.05629
No,No,942.7868536,27736.64512
No,No,953.8070084,40908.40612
No,No,814.2436789,29631.11007
No,No,1387.704469,26863.17233
No,Yes,601.345719,15897.138
No,No,656.5227013,34229.3741
No,Yes,1790.544092,21938.20923
Yes,Yes,1925.982795,17763.3503
No,No,0,16834.80271
No,No,310.1186425,31445.77108
No,Yes,956.7203919,14464.80738
No,No,205.17319784937695,47284.25351
No,Yes,1572.803778,24557.352113832003
No,Yes,1455.684182,14822.83306
No,Yes,1011.458814,28316.75761
No,No,413.5990058,31466.22059
No,Yes,0,19281.71466
No,No,377.1938454,41901.84737
No,No,0,51480.38735
No,Yes,0,13407.75859
No,Yes,527.0560852,22986.28382
No,Yes,1470.330834,15752.68179
No,No,776.5683574,54662.516
No,No,1096.203668,41016.218227376696
No,No,130.4529103,46094.07715021901
No,No,1331.607309,27665.67547
No,Yes,598.0818313,12385.82408
No,No,177.0108651,53545.01511
No,No,937.0330528,27174.5267
No,No,0,46581.361783130495
No,Yes,970.2107314,19245.19816
No,No,268.8794915,48006.150043852096
No,Yes,708.9778282846919,15968.91656
No,No,596.0091827,32983.5435
Yes,Yes,1944.677459,13026.04673
No,Yes,1805.293071,10405.42666
No,No,405.3880438449201,28493.35072
No,No,849.1290111,26970.73609
No,No,988.4077152723088,32458.76937
Yes,Yes,2261.848162,20030.16512
No,No,1221.599764,40865.31289
No,No,1057.3564,45099.09159
No,Yes,292.3000209,17321.22712
No,Yes,940.0797321,18581.57718
No,No,368.1969331992871,32107.67872
No,No,703.3860083884939,38419.41383
No,No,1018.22126,39893.30287
No,No,240.2256121,25042.40173
No,Yes,446.6348475,18309.79074
No,No,1277.793381,35620.156
No,No,519.5840264,30546.864373817403
No,No,933.5212001,40378.42312
No,Yes,1074.5778705566802,18574.35373
No,Yes,1697.753989,19021.0677
No,No,1240.664707,46148.19747
No,No,573.5848026,54427.921147645095
No,No,486.057014,54794.392196154295
No,No,455.3484167,41378.99712
No,No,1110.43993,39311.53452
No,No,1225.065552,49090.369311593495
No,No,286.2582428,28838.32131
No,No,1444.6304769027402,40364.55588
No,No,1031.044588,38199.04679
No,Yes,382.0032763,19951.72172
No,No,1337.313266,41529.55205
No,No,463.9018129,39626.76943
No,No,948.7779787,24094.78649
No,No,626.5161419,49207.001302772005
No,No,350.07156022550004,45354.74619
Yes,Yes,1492.963421,11054.06844
No,No,847.6358954949189,33199.37538
No,No,241.94073994952004,47843.07974
No,No,616.5386778,31925.18324
No,No,733.4148453,36724.89331
No,No,1100.972882,50237.25782
No,No,665.6278337,55093.38239870941
No,No,174.935485,55044.37007
No,No,124.2272969,51265.5462
No,No,344.5450091,38463.68526
No,No,954.9482703,42963.66173
No,No,1629.325936,44911.64353
No,No,913.044919,31841.63497
No,No,1306.843023,49036.741695979006
No,Yes,2308.8932357928898,19110.26641
No,No,1042.42039,58234.76647
No,No,1264.8756264470098,44359.060615152695
No,Yes,1348.645456,21789.38222
No,No,1256.892288,23100.0095
No,No,1046.6315534026198,45717.62805
No,No,0,22535.50636
No,No,432.6554265,22986.93175
No,No,563.1501915,43028.5972
No,No,721.0934339,41411.14368
No,No,741.5927598,24393.31595
No,No,1071.3053474038302,19529.03519
No,Yes,1589.638598,22541.89203
No,No,1194.597579,38222.50611
No,No,269.5879188,38650.34609
No,Yes,455.5990263,20549.13483
No,Yes,795.5407915467171,10257.67249
No,No,595.3688043,31418.81567
No,Yes,539.8347931,13119.68585
Yes,No,1322.723979,23229.90913
No,No,1267.2957912867098,36784.83699
No,No,1091.999738,34704.51229
No,Yes,951.7855506,14354.63488
No,Yes,559.4983021,16994.57867
No,Yes,1222.141327,9080.1457
No,Yes,1026.104495,20991.39643
No,No,1140.594209,25116.66829
No,No,556.4448383,39707.108785156604
No,Yes,306.6107704,11511.88422
No,No,1271.2509858654598,42533.26766422951
No,No,333.0727083,61508.75656
No,No,1174.5195060021902,23942.20577
No,No,473.96143912569903,35133.07041
Yes,Yes,1724.9632322337302,22170.68734
No,Yes,1056.770651,14194.659
No,No,841.7346630047141,38023.33074
No,No,590.8781726446421,52977.64198
No,Yes,1070.666361,19312.8406
No,No,914.9723795,52871.32437
No,No,1130.5128989372802,35071.67338
Yes,No,1706.956841,21738.796333610902
No,No,839.3255069,43909.00396
No,Yes,330.9361079,21272.30738
No,Yes,762.5850193,24738.118447560697
No,No,986.8181659,32386.16236
No,No,916.0730001,42201.8206
No,No,1263.676788,25695.48137
No,No,0,42118.19666
No,No,441.0087864,47707.12518
No,No,349.0544114,46698.02743
No,No,423.9854717,37979.78533
No,Yes,1295.029713,21717.46955
No,No,681.7244755,31153.63754
No,No,1153.0213096996902,20586.278109241102
No,No,1470.342593,26136.743687945294
No,Yes,1040.873311,12177.038958481398
No,No,1007.268679,28245.320075238706
No,No,667.1445832,44863.06899
No,Yes,634.6799702,17023.682864714097
No,No,298.7045166,39599.66158
No,No,909.48422,48358.44096660821
Yes,Yes,1737.537815,20974.03459
No,No,203.26381719314705,46518.13241
No,Yes,0,19750.39622
No,Yes,1889.678319,14756.90002
Yes,No,1558.4634712215698,41648.32617
No,No,1201.927539,45382.61356605111
No,No,1051.604407,47529.217313049805
No,No,641.5253832,18350.73342
No,No,883.9070730447839,41668.1062
No,Yes,953.809047,18241.74144
No,Yes,1168.895545,14970.87009
No,No,431.3307401,58551.89326
No,Yes,1291.915263,17910.06461
No,Yes,335.3579479,5118.745551
No,No,30.8244501,35960.60602
No,Yes,1119.237574,15214.11563
Yes,Yes,1812.0799980273605,17962.270159332602
No,No,385.6908387,44650.78296
No,Yes,651.5500049363491,17743.06562
No,No,1717.4950250977802,38791.05764
No,Yes,1181.513221,11784.80226
No,No,745.2795147,34704.62025
No,Yes,1453.3097466804902,15183.72922
No,Yes,1333.097471,29363.97174
No,Yes,571.8863591397039,15632.76928
No,No,494.65322936630895,40377.66835948541
No,No,163.5826085,58220.78046522901
No,Yes,1371.468372,24248.55196
No,No,1129.202659,40688.63559
No,No,0,53663.16668
No,No,84.85654884,53760.46526
No,No,681.4512395,48892.52469
No,Yes,1366.477534,11268.77433
No,No,82.0884565,27357.59993
No,No,602.9962260803869,33888.40919
No,No,176.3231998,54798.69875
No,Yes,713.7991564683169,20676.90519
No,No,137.7246167,44747.32768
No,No,159.9734731,30567.80131
Yes,Yes,1956.923906,15574.38998
No,No,183.5763822,51149.28157
No,No,975.3354849,50751.03859
No,No,0,44216.92938
No,No,424.285797,35675.7411
No,No,1477.669207,42011.80796
No,Yes,1211.363648,14186.38867
No,No,903.5493047,46971.56217
No,Yes,1076.233587,18096.70148
No,No,988.667818,28486.339752248903
No,No,1311.088803,32797.98992
No,No,0,40056.69266
No,No,289.3299083,45559.17639
No,No,22.537175232150503,59536.27562
No,Yes,287.60741325577703,24440.2252
No,No,25.82837121,22720.094542566498
No,Yes,725.7933680530499,23202.96396
No,Yes,1137.028318,25117.76297
No,No,1335.115552,30115.15496
No,No,1193.676973,34360.9095
No,Yes,0,18162.77049
No,No,1047.72339,45181.74859508901
No,No,0,48271.87044
No,No,327.3225081,29816.38032
No,No,771.6829167350529,38854.24248
No,Yes,873.6786524,17655.71003
No,No,974.9077893,36763.145968951605
No,No,309.8239952,28139.62585
No,No,286.8523269,18402.16475
No,No,509.8522537,49345.42564
No,Yes,840.3386900938949,21097.37031
No,No,223.6869181,23513.29538
No,No,1407.224571,22806.84821
No,No,1178.982625,45545.16842315059
No,No,1298.484815,39143.29192
No,No,627.3533533329451,37616.46594
No,No,907.1697759,27631.567795772095
No,No,872.1518416,40524.33874
No,No,620.3203556,52536.77665
No,No,380.333108,30890.0736
No,No,1073.168533,51668.96083
No,No,883.233754,32310.745021994306
No,Yes,1558.217831,7364.830078
Yes,No,2023.733603,32094.62781
No,Yes,803.9611048,13172.87051
No,No,1060.204707,27870.155389006803
No,No,869.8545396,33589.13955
No,Yes,1306.483031,13984.785263021202
No,No,1597.898741,36524.71624
No,No,1351.962465,43630.03692
No,No,0,29475.38138
No,No,442.5909249,38947.35437
No,Yes,963.2011987,15938.0661
No,No,1063.797087,41157.35715
No,No,214.4115627,42758.81282
No,No,1258.576399,33571.14452
No,No,506.62715089438905,49068.87087
No,No,38.40778522,38702.10168
No,No,1237.5474004850998,37387.15415
No,No,0,47437.51224
No,No,555.6652909,46584.7305
No,No,747.9375239,44030.46149
No,Yes,1000.621768,17223.63797
No,No,773.6729475315669,40427.74193
No,No,744.7661996647439,35067.64372
No,No,953.1233642,51257.1439
No,No,998.3757695,37816.8439
No,Yes,1098.955685,21025.92746
No,No,521.6873539,48700.153079872696
No,No,82.73038975,27627.22408
No,No,219.11500315216705,31490.53342
No,No,276.3798286,38721.86797
No,Yes,1180.3638173922195,24063.31274
No,No,620.9185967,39099.30763
No,No,414.8575624,38030.82462
No,No,1389.8905562472698,48689.73039
No,Yes,703.0119004144141,21411.93007
No,No,493.5494228,52241.922158518704
No,Yes,1351.411543,14003.47572
No,Yes,461.7827647685321,17609.830518970903
No,No,143.1022619,44846.901009428606
No,No,1280.003234,30274.3356
No,Yes,1764.68273,17995.72861
Yes,No,1648.474017,55548.25418
No,No,0,37409.00299
No,No,610.5977515705999,22635.06647
No,No,355.1485857,55634.33065
No,Yes,472.5111008,19903.89205
No,No,786.0139114,52693.94375
No,No,772.7320741,47161.276700309805
No,No,751.2972186,25013.614074511097
No,No,1433.71078,42798.56551
No,No,1037.008599,36622.79223
No,Yes,1827.13495,19616.00973
No,No,764.5059389,37869.21429
No,No,589.5420167,28237.820676853706
No,No,754.1274899,41341.8026
No,No,911.9264415,41249.28174
No,No,311.918279,39694.48373
No,Yes,933.2872312,20694.587784427094
Yes,No,1374.474712,35805.70886
No,Yes,322.3119543,10056.11055
No,Yes,703.8387655201201,19318.05933
No,Yes,534.6929068,18729.56624
No,No,0,26626.48588
No,No,770.5198985192129,44509.575387985096
No,No,1015.7258813665302,31820.94127
No,No,421.1464996,61655.34805
No,No,1125.091402,33564.07555
No,No,857.380822,28755.18076
No,No,363.94146251625097,46155.53922
No,No,1157.779701,32219.831728153506
No,No,993.302551,28501.85601
No,Yes,403.4594274,15333.87629
Yes,Yes,2134.934488,20330.86487
No,Yes,1234.942716,26919.11596
No,Yes,805.1042516826531,22174.02889
No,No,0,41933.095770191605
No,Yes,157.51404250203998,24506.18683
No,No,257.8976572,39477.031856565096
No,No,1056.915063,53080.58634
No,No,0,48290.85403
No,Yes,1730.291081,19446.67572
No,No,694.5007106556881,14150.91438
No,No,1546.760526,32928.63613
No,No,428.6653053,45570.79094789861
No,Yes,1764.5323087932998,18148.52408
No,Yes,1181.979697,17223.36723
No,No,943.1323898,30178.73406
No,No,0,41234.89175
No,No,1087.193767,54961.288480873605
No,No,14.82095305,32320.26552
No,No,0,47207.05072071269
No,No,836.0105904252181,40178.9347
No,No,1494.521135,42280.40785
No,Yes,1318.528957,15821.15235
No,No,431.1279151,37772.80471
No,No,1335.473573,45847.382110677696
No,No,1141.442176,27914.40225
No,No,795.1192916074541,38710.38133
No,No,1005.444088,40615.3422
No,No,481.2401635976099,49010.75550573441
No,No,427.340143,27260.735464562706
No,Yes,1157.593925,17996.90333
No,No,890.2130229,43643.5824
No,Yes,1321.329159,20302.21947
No,No,1167.943622,57256.00741
No,Yes,1197.170953,10834.11138
No,Yes,922.8853555,22988.84265
No,No,834.7118946,28553.47188
No,Yes,1264.5869406466802,14649.15502
No,No,1603.665223,25802.30347
No,No,838.2760676993179,55082.31753
No,Yes,850.6772791251179,21251.63951
No,Yes,1508.307713,17645.30502
No,No,1272.480579,34570.57066
No,No,981.8397963,23636.97634
No,No,487.6950209,46480.03597
No,No,1046.416673,47598.307368570095
No,No,1533.917257,42888.64105
No,No,709.9535652,37302.62213169621
No,Yes,1610.015858,19649.48443
No,Yes,645.6885305,14211.14714
No,No,377.7139958,46729.332991426105
No,No,994.99017,39315.95589
No,No,1240.665744,57303.79193
No,No,736.5906124,37031.48477
No,No,1201.230618,46478.15132
No,Yes,647.3673882,16897.789658268503
No,No,1161.239934,52064.471352949295
No,Yes,1521.912738,21370.79389
No,No,805.5206283,43383.70654
No,No,1155.3995479216198,34539.564378357405
No,No,613.1111420584771,38632.13064
No,No,623.9576763,46188.294958030994
No,No,1000.90104,46469.10252
No,Yes,807.7488274449679,18760.3452
No,No,1156.040208,38295.57124
No,No,637.283464,32885.70199
No,Yes,1241.690987,20105.068
No,No,741.1930622,31104.004447248502
No,No,1169.8341131844302,39386.37003
No,No,0,35821.786529159705
No,No,1088.3032,33673.36068
No,Yes,0,22187.96621
No,No,608.9485801,26463.37476
No,Yes,431.3027892,15606.24584
No,No,512.6534379,39631.69523
No,Yes,1241.61642,12058.59762
No,No,0,53058.25521
No,No,561.4337464,37884.9611
No,No,245.2442839,35132.22117
No,No,1081.063663,34138.32374
No,No,492.32645477731904,42317.24242
No,No,1349.57175,50645.29057
No,Yes,1150.43168,11666.98975
No,No,357.8658809,42499.03229
No,No,331.1052765,45104.8152
No,Yes,1457.6733693360502,20042.86397
No,Yes,852.3139525,15956.64884
No,No,1378.940514,43998.1414
No,Yes,1005.521508,22128.0802
No,No,1420.993454,34126.42169
No,No,570.2955412,30615.33055
No,Yes,1228.990373,17304.6435
No,Yes,1142.9352565552902,20942.00334
No,No,759.3458148,32066.70673
No,No,846.6835117,41651.21558
Yes,No,2133.4642085801897,28237.882340800497
No,No,354.5743684,30954.47668
No,No,0,46450.96604
No,No,1051.4017328911698,30072.74931
No,No,0,41371.66119
No,No,887.4681370600031,30563.77026
No,No,688.1093445,20098.59346
No,No,1257.34063,40810.17277
No,No,1175.817635,41447.58481
No,No,0,34838.43927
No,No,608.5517388,22555.50859
No,No,0,32608.48884
Yes,Yes,2110.556858,19345.10473
No,No,696.9001673066789,38713.317056346095
No,No,559.4685833,61187.81057
No,No,715.3929218,49473.376375585496
No,Yes,2026.863631,20469.929487088502
No,Yes,1187.358891,24267.39648
No,No,785.7906701,42887.59272
No,No,845.9203698,42799.43953
No,Yes,1032.670815,13901.11897
No,No,861.2727391673019,38111.03287
No,No,1601.87795,27885.16355
No,No,955.9270221,10836.72352
No,Yes,877.8798035318871,18217.61365
No,No,1043.758264,31523.686895325296
No,Yes,1080.071527,11239.53116
No,No,589.2178954,47722.17011
No,Yes,769.5312437,23048.54061
No,No,951.0475319,33326.5872
No,No,1189.158934,36223.87056
No,No,1709.3442853832598,35290.52311
No,Yes,1402.553926,16607.56425
No,No,250.87958354400905,51662.22782
No,No,681.4176227,26426.22921
No,No,1333.248659,39196.66301
No,No,858.7611254,29150.34401
No,Yes,992.7762449,14204.67215
No,No,265.3022839,32276.46294
No,No,754.4775776361071,31592.19989
No,Yes,584.0812286,24440.02035
No,No,1175.233377,47684.46113
No,No,1388.664149,31021.55008
No,No,410.099265,37328.45502
No,No,59.13249864,34162.23526
No,Yes,1939.71236,13836.986066001798
No,No,886.1490575574679,24466.12539
No,No,770.9994019,40990.621498028304
No,Yes,306.4109271,13594.18823
No,No,1022.101638,37095.21594
No,No,847.9840353,24950.53392
No,No,1596.227808,42993.57653
No,Yes,1635.222942,8531.038085
No,No,0,45217.85066
No,No,1306.7969160246198,48799.511906918095
No,No,932.9523691,35858.18915
No,Yes,1052.8751417091198,13486.14694
No,Yes,1304.634346,13496.87987
No,Yes,2052.133463,13130.6536
No,No,1216.7256158745402,52377.8489
No,No,526.4708649971691,44241.56562
No,No,153.4479361,36813.19871
No,No,905.6415057,47271.34912169111
No,No,1068.873957,41690.048670780496
No,No,0,30049.10026
No,Yes,992.440019,14207.26834
No,No,964.6025631,36676.57165
No,No,493.6354264,43524.24978
No,No,835.6564355,44234.170386043705
No,No,480.0930869,57068.130458565305
No,No,637.60187,52347.76202
No,Yes,2134.015627,17897.64661
No,No,1475.207229,42243.17748
No,No,887.3432884152929,55751.72089974231
No,No,1376.3099112446398,43234.139924676696
No,No,1304.700879,45162.651043441605
No,No,225.506104,54534.70972
No,No,1261.268219,39984.52959
No,Yes,30.58367172,16246.57305
No,Yes,437.0352358,16261.20757
No,No,922.6374027078392,52205.50687408321
No,No,412.7468149,44650.07843
No,No,693.1013449420799,54492.74796
No,Yes,915.4626482,27283.319829376294
No,Yes,1322.492812,22930.445000146497
No,No,1610.086988,40498.99811
No,No,1113.134257,27110.60301
No,No,0,47803.25837
No,No,1163.146385,44424.82596
No,No,924.2953475316132,26397.59729
Yes,Yes,1983.234475,25687.929747438306
No,No,725.7005868012799,49337.40235
No,Yes,1030.496155,16662.73157
No,Yes,1038.97702,13739.71928
No,Yes,292.8574108,15220.93587
No,Yes,495.1139113,14881.84062
No,No,659.0404107816901,47942.24982
No,No,291.96813968921697,48511.60308
No,No,471.3565174,45573.30811
No,No,855.822381,56219.80884
No,No,918.6817794255968,48160.52429
No,No,1251.32255,37881.82096
Yes,No,1066.884084,44918.412316818205
No,Yes,1427.124037,12553.88673
No,Yes,1263.880058,12418.80765
No,Yes,1128.141493,10159.24188
No,No,694.3985830613491,36570.42544
No,Yes,805.3980048544411,17902.57919
No,No,519.5172955,39704.69296
No,Yes,1051.297161,16299.61175
No,No,421.8969022,37323.759412716696
No,Yes,622.4137203,13072.02796
No,Yes,1005.264248,21394.12401
No,Yes,537.4925429,9421.714857858273
No,Yes,189.9987142,24716.956129274506
No,No,309.8628233,56100.05441
No,No,969.4457592,33411.80109
No,Yes,775.5892326,17030.57885
No,No,1296.474737,48682.3735
No,No,1037.155516,38490.38489
No,No,978.6521802748572,25742.11973
No,No,965.0461320813272,47987.31975
No,Yes,816.0427981351289,17894.79377
No,Yes,716.1857509,7997.622944
No,No,1130.608881,43936.64641
No,No,383.7049011,41311.24395
No,No,1008.154522,20326.59218
No,No,652.8174542807791,41161.85735
No,Yes,1232.794737,16279.1854
No,No,803.2244010439349,52869.80781
No,Yes,1443.4316955288198,22693.65775
No,Yes,1288.4485599570698,21216.96257
No,No,0,43193.23215
No,Yes,1053.332641,10212.50236
No,Yes,744.7879024,22343.09739
No,No,412.6876132,33923.45804
No,No,943.4020371,35281.72849
No,No,1192.9740283356698,39504.47602
No,Yes,1071.511583,11082.0629
No,No,1493.2704665861902,41005.21748
No,Yes,1132.837721,15703.0252
No,Yes,597.4840406,14796.74967
No,Yes,792.9754861,17346.17092
No,No,1376.075401,22317.56559
No,No,1060.016921,39757.43817
No,No,532.3267381,30851.27777
No,No,0,28711.75713
No,Yes,894.1258092,24670.1189
No,No,906.4363882,37309.68181
No,No,0,28727.12016
No,No,506.4259139,35333.182221408504
No,Yes,943.5017210889372,14123.70357
No,Yes,0,14874.800211483402
No,No,442.4895649,54996.84275
No,Yes,380.96330770816496,20117.83003
No,No,961.999353,37073.19238
Yes,No,1789.093391,48331.12686
No,No,76.47608896,27283.691743967203
No,No,1067.139026,53995.73049502639
No,No,0,39592.43693
No,No,253.1319822,40973.64654
No,No,1056.928348,55409.4596
No,No,179.7000705,37727.53512
No,Yes,990.9357627,18197.22873
No,No,693.7537183,36723.44877
No,No,965.2768178,37705.24322
No,No,300.8762062,51423.69464
No,No,1265.044932,47297.7227
No,No,558.6705138,40335.61099
No,No,1183.983311,53599.74553
No,Yes,1165.840209,20495.158600731495
No,Yes,1542.191227,17265.918614527098
No,Yes,587.7677591,22669.42433
No,No,0,31005.03576
No,No,389.97669455325104,27329.97931
No,No,647.075901,55522.623925150496
No,No,70.98316299,40012.53291
No,Yes,115.5453555,12670.02762
No,No,90.93344719,42451.73558
No,No,1230.424256,51716.739900831104
No,No,201.5583994,27924.84656
No,Yes,1562.846155,10353.90391
No,Yes,622.8952091,11019.87756
No,Yes,1142.126955,9184.732761569829
No,Yes,1796.26764,21126.17721
No,No,947.4239701,38505.78387
No,No,419.4405795,34332.66131
No,No,1660.827702,53754.20072
No,No,391.2404617,24972.245913615898
No,No,613.4309364704341,34745.00747
No,Yes,1024.108807,18667.92565
No,Yes,0,25976.06511
No,No,1252.958338,33876.18903
No,No,708.8374817610851,55675.75986
No,No,266.6470861,16515.30843
No,Yes,1339.363614,19496.165215013894
No,No,781.5953359,49457.1053
No,Yes,1021.370111,19032.50901
No,No,948.4942785,40739.85993057701
No,Yes,1312.93378,20208.54461
No,No,0,50861.78885
No,No,0,24566.48337
No,No,0,30922.60421
No,Yes,859.3369637,13993.65454
No,No,646.1576679919419,45696.83161
Yes,Yes,1707.914634,10591.71742
No,No,133.673455,28492.400303822404
No,Yes,80.59567581702692,16145.6377
No,Yes,631.6008477,17845.07415
No,No,1236.617914,40668.7254
No,No,742.5833733,40085.43995
No,Yes,97.03146277555072,12731.75755
No,No,1054.22211,50900.24255660651
No,No,959.600287,29850.21207
No,No,1258.852277,33683.18173
No,No,443.24646681238505,36547.16104
No,No,1605.102415,26126.329438276694
No,No,0,25964.84434
No,No,832.6459751189819,25106.37478
No,Yes,443.5370288,19632.17542
No,No,817.4317693,40088.05051
No,No,881.6637997,43725.99753
No,No,1154.094274,48400.24115
No,Yes,961.5755637,9681.493893
No,Yes,516.1219595,17538.46162
No,Yes,1357.411868,22572.790125633503
No,No,1036.0305944707302,35261.35578
No,Yes,900.6093416679449,17802.92726
No,No,1516.326025,46393.26454
No,Yes,1015.204535,22208.32892
No,No,232.105744,40368.95685
No,Yes,1082.284133,19451.81628
No,No,682.4396607805829,17992.97118
No,Yes,1218.13888,18144.98483
No,No,802.4131422,47444.4928
No,No,143.8548983,38014.87349
No,No,1087.465794,32908.527122836604
No,Yes,895.7539556,14753.29733
No,No,660.2854965,58956.51318
No,Yes,630.9734892,19087.17478
No,Yes,1648.966029,15402.48208
No,Yes,975.9555974,18246.81572
No,No,297.0053783,22955.08212
No,No,0,47328.23291382981
No,No,0,32629.94485
No,Yes,789.2148948546691,18231.83026
Yes,No,1804.036475,31318.29603
No,No,1266.113867,29698.51627
No,Yes,135.1876434,20414.41217
No,No,28.81374346,36941.0634
No,Yes,0,15347.91429
No,No,750.6989964494321,49150.34585
No,No,805.3051169,57386.1288
No,No,1093.803005,29573.23823
No,No,483.96527130340894,44335.95811214481
No,Yes,1534.394884,19592.10939
No,No,1349.187291,48013.6902
No,No,158.5704427,20575.46501
No,Yes,172.46201986318405,25850.38313
No,No,1280.762861,53675.567547248094
No,Yes,213.1732752,22811.45698
No,No,0,32248.53657
No,Yes,704.0136486,13903.45573
No,No,708.8139761626339,38295.23381
No,No,257.3963831,49477.78564
No,Yes,1188.744296,22867.07059
No,No,0,62886.70922809099
No,No,1321.703891,45581.79478
No,Yes,882.5819675,17749.97205
No,Yes,1418.134148,11964.42509
No,No,1245.422205,36897.780109124906
No,No,339.5292685,58747.38773
No,Yes,824.5478304,29088.11135
No,No,241.4426903,30171.62449
No,No,1510.79325,47684.23946
No,No,396.64125,52174.954273265495
No,Yes,1633.697803,15786.317319098502
No,No,650.4183410677269,47122.07247
No,Yes,1382.4382305901902,15680.61049
No,No,613.4802945348449,24367.86142
No,No,1424.351218,37845.99925
No,Yes,914.1081755643892,19053.00589
No,Yes,802.0089304,15469.65262
No,Yes,539.674903,18852.27385
No,No,337.5759999,52192.27472
No,Yes,813.4948376,16681.3503
No,No,477.8821219512921,39834.03081
No,No,342.1916021,32154.75355
No,No,840.365781,45316.83541
No,Yes,865.5655922,16643.240961988402
No,No,645.5916366,44402.10623127191
No,No,1755.38891,35031.532
No,No,498.7494508,51690.063467179294
No,No,587.7810817,30859.63634
No,Yes,824.6165935321629,10062.57593
No,No,0,32660.725264981094
No,Yes,880.803636,20436.43903
No,No,917.1221347444388,48227.81937
No,Yes,789.7175406319279,19280.54426
No,No,763.8556247,52938.03547
No,Yes,1062.16651,17383.25855
